Date;Start;End;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind offshore [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Nuclear [MWh] Original resolutions;Lignite [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Dec 21 2021;12:45 PM;1:00 PM;1181.25;301.25;184.25;190.5;2845;54.75;1973.5;3838.25;3201.25;2835;141.75;449
Dec 21 2021;1:00 PM;1:15 PM;1179.5;315.5;166.25;199;2749.75;54.75;1973;3833.25;3195;2813.5;156;464
Dec 21 2021;1:15 PM;1:30 PM;1176.25;319;150.75;192.75;2610.25;54.75;1973.75;3829.5;3178.5;2831.75;174.75;462.25
Dec 21 2021;1:30 PM;1:45 PM;1174.25;324.25;144;186.5;2415;54.75;1974.25;3834.75;3182;2836.5;260.5;460.5
Dec 21 2021;1:45 PM;2:00 PM;1173.75;305.75;157.75;174.5;2196.75;54.75;1973.5;3831.25;3182;2818.5;327;461.5
Dec 21 2021;2:00 PM;2:15 PM;1177.5;304.75;173;170.75;1952;54.75;1973;3840;3193.75;2843.75;387;460.25
Dec 21 2021;2:15 PM;2:30 PM;1181.25;329.5;166.5;166.5;1700;54.75;1974.25;3833;3194.5;2893.75;380.5;464
Dec 21 2021;2:30 PM;2:45 PM;1185;345.5;154.5;169.5;1437.25;54.75;1974;3844;3186.5;2929;520.25;463
Dec 21 2021;2:45 PM;3:00 PM;1189.75;360.5;143;179.5;1152.5;54.75;1973.75;3842.75;3188.75;2942.5;589.5;464.25
Dec 21 2021;3:00 PM;3:15 PM;1195.5;330;133.5;191.25;886.75;54.75;1972;3841.75;3189.5;2950.5;403.75;468
Dec 21 2021;3:15 PM;3:30 PM;1199;355.5;125.75;204.5;617.5;54.75;1973;3848.75;3219;2948.25;532.25;470.5
Dec 21 2021;3:30 PM;3:45 PM;1199.5;367.25;135.25;247;377.75;54.75;1973.5;3846.5;3262.5;2948.25;748.5;471.25
Dec 21 2021;3:45 PM;4:00 PM;1204.25;366.75;138;286;182.25;54.75;1973.5;3843.5;3273.5;2947.25;928.5;470.25
Dec 21 2021;4:00 PM;4:15 PM;1213;342.25;131;325.25;61.75;54.75;1973;3830.25;3282;2943;630.5;356.5
Dec 21 2021;4:15 PM;4:30 PM;1219.5;366.5;118;364.5;10.25;54.75;1973.75;3843;3285;2933.5;760.5;380.75
Dec 21 2021;4:30 PM;4:45 PM;1220.5;356.75;120.75;409.75;0.25;54.75;1973.5;3834.5;3278.25;2920.5;815;398.75
Dec 21 2021;4:45 PM;5:00 PM;1223;367;126.5;456.25;0;54.75;1974;3849.25;3268.75;2921.25;944.5;399.25
Dec 21 2021;5:00 PM;5:15 PM;1229.75;360.75;124.25;491.5;0;54.75;1973;3831.25;3261.75;2988.75;1067.25;400.25
Dec 21 2021;5:15 PM;5:30 PM;1234;355;118.5;522.75;0;54.75;1972;3843.25;3265.5;3018.5;1042.5;400.25
Dec 21 2021;5:30 PM;5:45 PM;1240;347;129.75;549.25;0;54.75;1972;3843.25;3267.5;3018.75;1040.5;400.25
Dec 21 2021;5:45 PM;6:00 PM;1237;353.75;155.75;581.5;0;54.5;1971.5;3838.5;3268.25;3024;930;402.5
Dec 21 2021;6:00 PM;6:15 PM;1233;356.75;158.25;594.25;0;54.5;1971.75;3844.75;3259;2948.25;1052.75;402.25
Dec 21 2021;6:15 PM;6:30 PM;1231.5;353.25;150;606;0;54.5;1973.5;3838.75;3257.25;2909.75;1045.5;402.25
Dec 21 2021;6:30 PM;6:45 PM;1234.5;338.75;149.75;625.25;0;54.5;1973.25;3849;3247.25;2891.25;892;392
Dec 21 2021;6:45 PM;7:00 PM;1233.75;321;159.25;631.5;0;54.5;1972.75;3843.25;3247;2898.25;869.75;366.5
Dec 21 2021;7:00 PM;7:15 PM;1230;324.75;155.5;634.5;0;54.5;1971.5;3857;3244.25;2857.75;628.25;359.5
Dec 21 2021;7:15 PM;7:30 PM;1227.25;337.75;163.75;644;0;54.5;1971.5;3840;3206.75;2835;512;359.75
Dec 21 2021;7:30 PM;7:45 PM;1225;303.75;177.25;652.25;0;54.5;1972.25;3848.25;3160.5;2835.25;416.25;359.75
Dec 21 2021;7:45 PM;8:00 PM;1223.25;289.25;200.75;658.25;0;54.5;1972.75;3860.25;3129;2837;333;359.75
Dec 21 2021;8:00 PM;8:15 PM;1199.5;310.75;218;646;0;54.5;1973.5;3875.75;3127.5;2833;418.25;359.75
Dec 21 2021;8:15 PM;8:30 PM;1191.75;296.75;218;643.75;0;54.5;1972.25;3880.75;3131.25;2796.25;259.75;359.75
Dec 21 2021;8:30 PM;8:45 PM;1191;288.5;234;636;0;54.5;1972.75;3883.5;3157.5;2766.25;125;457.75
Dec 21 2021;8:45 PM;9:00 PM;1186.75;289;249.25;636.75;0;54.5;1972.75;3890.75;3162;2732.5;59.25;457.25
Dec 21 2021;9:00 PM;9:15 PM;1174.5;323.75;277.75;643.75;0;54.5;1973;3897.25;3154.25;2715.5;171.75;437.5
Dec 21 2021;9:15 PM;9:30 PM;1168.5;315.75;262.75;649;0;54.5;1972.25;3887.25;3123.5;2696;162;399
Dec 21 2021;9:30 PM;9:45 PM;1167.25;290.75;267.25;644.75;0;54.75;1971.25;3864;3107.25;2677.25;83.75;395.5
Dec 21 2021;9:45 PM;10:00 PM;1163.25;290.75;268;621.5;0;54.75;1970.5;3808.25;3083.5;2638.5;56.5;396.25
Dec 21 2021;10:00 PM;10:15 PM;1155;322.25;297.25;603.5;0;54.75;1971.75;3772;3002.75;2612.75;322.75;396
Dec 21 2021;10:15 PM;10:30 PM;1152;294.5;324.75;620.75;0;54.75;1970.75;3752;2976.25;2608.25;150;395.25
Dec 21 2021;10:30 PM;10:45 PM;1149.75;299.75;302.25;648.5;0;54.75;1970;3758;2953;2584.25;97;395
Dec 21 2021;10:45 PM;11:00 PM;1151;292.5;310.25;679.25;0;55;1970;3761.5;2922.25;2557.5;43.75;394
Dec 21 2021;11:00 PM;11:15 PM;1145;323.5;310.25;691.75;0;55;1970.25;3757.5;2867.5;2513;197;394.25
Dec 21 2021;11:15 PM;11:30 PM;1143.25;316.5;300.5;708.5;0;55;1971;3756.5;2836;2413.5;141.75;393.5
Dec 21 2021;11:30 PM;11:45 PM;1142.75;313.5;287.5;742;0;55;1970.75;3752.25;2820.5;2387;114.5;394.5
Dec 21 2021;11:45 PM;12:00 AM;1142;296.25;289.5;764.75;0;55;1969.5;3695.25;2744.75;2307.75;46;393.25
Dec 22 2021;12:00 AM;12:15 AM;1136;324.75;320.5;787;0;55;1968.75;3655;2745.25;2321.75;65;396
Dec 22 2021;12:15 AM;12:30 AM;1134.5;300.75;366.25;801.25;0;55;1969.5;3602.75;2750.5;2357;37.75;394.75
Dec 22 2021;12:30 AM;12:45 AM;1135.5;305.25;364;821.25;0;55;1970.25;3578.75;2742;2349.25;42;395
Dec 22 2021;12:45 AM;1:00 AM;1135;288.75;363.25;846;0;55;1970.5;3576;2738.25;2350;21.5;394.75
Dec 22 2021;1:00 AM;1:15 AM;1133.25;299.75;356.75;856.25;0;55;1969.75;3580;2741.75;2314.5;19;394.25
Dec 22 2021;1:15 AM;1:30 AM;1133.75;285.75;367.25;866;0;55;1969.5;3559.5;2738;2273.5;19;394.5
Dec 22 2021;1:30 AM;1:45 AM;1134;291.75;369.75;852.5;0;55;1970.5;3559.5;2745.75;2271.25;19;393.25
Dec 22 2021;1:45 AM;2:00 AM;1135.25;288.75;396.25;864;0;55;1971.25;3536.75;2763.5;2254.75;20;393.75
Dec 22 2021;2:00 AM;2:15 AM;1131;288;409;866.5;0;55;1971.25;3543;2769.75;2231.25;22.25;392.5
Dec 22 2021;2:15 AM;2:30 AM;1128.5;285.5;411.5;879;0;55;1971;3517;2783.75;2236.5;20;393.25
Dec 22 2021;2:30 AM;2:45 AM;1130.25;286;431.75;893.5;0;55;1971.25;3516.25;2792;2241;19;391.5
Dec 22 2021;2:45 AM;3:00 AM;1131;284.5;417.75;907.75;0;55;1972;3506.5;2792.75;2237.25;19;390.25
Dec 22 2021;3:00 AM;3:15 AM;1129;285;414.25;935.75;0;55;1971.5;3523;2787.5;2235.5;19;387.5
Dec 22 2021;3:15 AM;3:30 AM;1128.25;283;419.5;967.25;0;55;1972.5;3517.75;2789.75;2212.25;19.25;386.75
Dec 22 2021;3:30 AM;3:45 AM;1129;284.25;412.5;988.75;0;55;1973;3513.75;2784;2211.75;21.75;387.25
Dec 22 2021;3:45 AM;4:00 AM;1125.25;284.5;431;1006.5;0;55;1973;3510.25;2780.25;2237.75;19.5;387.25
Dec 22 2021;4:00 AM;4:15 AM;1127.75;285.5;431.75;1039.75;0;55;1973;3524;2779.25;2302.75;19;387.5
Dec 22 2021;4:15 AM;4:30 AM;1128.5;287.25;376.5;1075;0;55;1972.5;3525;2778;2341;20.5;389.25
Dec 22 2021;4:30 AM;4:45 AM;1129;288.5;368.25;1090.5;0;54.75;1972.25;3527;2775.5;2332.5;23;389.25
Dec 22 2021;4:45 AM;5:00 AM;1129.75;284.75;402.25;1093.25;0;54.75;1971.75;3521.75;2790.5;2349.75;27;389.25
Dec 22 2021;5:00 AM;5:15 AM;1135.25;286;419.25;1086.75;0;54.75;1970;3522.75;2822.75;2452.25;20.75;389.5
Dec 22 2021;5:15 AM;5:30 AM;1137.25;283.5;404.5;1116.5;0;54.5;1968.25;3536.75;2855.5;2530.25;19.25;392
Dec 22 2021;5:30 AM;5:45 AM;1136.5;282.25;371.5;1145.25;0;54.5;1968.25;3530.25;2888.75;2582;56.25;393
Dec 22 2021;5:45 AM;6:00 AM;1122.25;284;379.75;1154;0;54.5;1968.5;3533.25;2925.5;2610.5;153.5;393.25
Dec 22 2021;6:00 AM;6:15 AM;1131.5;278.25;407.75;1197.75;0;54.25;1968;3531.75;2945;2654.75;82.25;371.75
Dec 22 2021;6:15 AM;6:30 AM;1136.25;277.5;385.5;1228.75;0;54.5;1967.75;3549;2953;2726.75;90.25;373
Dec 22 2021;6:30 AM;6:45 AM;1141.75;285.5;348.5;1282;0;54.5;1969.25;3583.5;2966.25;2759.75;243.75;372.5
Dec 22 2021;6:45 AM;7:00 AM;1149.75;295.5;337.5;1348.75;0;54.5;1971;3586;2964.5;2767.25;466.25;392
Dec 22 2021;7:00 AM;7:15 AM;1179.5;288.75;336;1371.5;0;54.5;1970.75;3626;2990.5;2799;565;413.5
Dec 22 2021;7:15 AM;7:30 AM;1191.75;290.5;347.75;1381.75;0;54.5;1970.5;3644.25;3058.5;2770.5;756.5;415.5
Dec 22 2021;7:30 AM;7:45 AM;1197;280;349.5;1388.25;0;54.5;1969.75;3656;3116;2774.5;810.25;429
Dec 22 2021;7:45 AM;8:00 AM;1204;288;344;1435.25;0;54.5;1969.5;3660.5;3110;2769.75;905.25;466
Dec 22 2021;8:00 AM;8:15 AM;1217.25;289.75;367.25;1448.5;6.75;54.5;1971.25;3697.25;3096.25;2773;1075.75;479
Dec 22 2021;8:15 AM;8:30 AM;1221;297;378.25;1458.5;36.25;54.5;1971.25;3744.75;3080.25;2768.25;1121.75;479
Dec 22 2021;8:30 AM;8:45 AM;1226.75;295.5;405;1452;139;54.5;1971.5;3751;3083.75;2751;1029.25;480
Dec 22 2021;8:45 AM;9:00 AM;1229;290;456.25;1428.75;315.5;54.5;1971.25;3731;3116.5;2757.75;860.25;458.75
Dec 22 2021;9:00 AM;9:15 AM;1225.5;299.25;489.5;1419.5;535.75;54.5;1969.75;3722;3121.75;2787.5;885.5;451.75
Dec 22 2021;9:15 AM;9:30 AM;1224.75;297;489;1429.5;782;54.5;1970.75;3732;3122;2789;761.75;450.75
Dec 22 2021;9:30 AM;9:45 AM;1221.75;290.25;479.25;1430;1046;54.5;1970.75;3722.25;3050.25;2794.25;599.75;439.25
Dec 22 2021;9:45 AM;10:00 AM;1220.25;283;499;1438.75;1331;54.5;1970.75;3724;2988;2793.25;448.5;435.25
Dec 22 2021;10:00 AM;10:15 AM;1207.5;274.5;520.75;1415.75;1611;54.5;1970.25;3727.25;2996.5;2777.25;306.5;435.25
Dec 22 2021;10:15 AM;10:30 AM;1202;274.75;503.75;1400.5;1901.75;54.5;1970.25;3729.75;2986.75;2739;165;434.5
Dec 22 2021;10:30 AM;10:45 AM;1200;275.25;515;1346.75;2182.5;54.5;1970.25;3752.25;2987.5;2715.5;111.5;432.25
Dec 22 2021;10:45 AM;11:00 AM;1198.75;274.75;526.75;1273;2429.5;54.5;1970.5;3752.5;2977.25;2684.25;52.75;427.5
Dec 22 2021;11:00 AM;11:15 AM;1191.25;277.25;507.5;1188.25;2653;54.5;1970.75;3759.25;3016.25;2710.75;108;418
Dec 22 2021;11:15 AM;11:30 AM;1187.75;274.25;509.75;1089.5;2848;54.5;1969.75;3760.5;3024.75;2712.75;78.25;415.5
Dec 22 2021;11:30 AM;11:45 AM;1186.75;274.5;502.75;994.75;2981.75;54.5;1970;3754;3021.5;2685.5;111.5;415
Dec 22 2021;11:45 AM;12:00 PM;1186.5;274;511;937.75;3092.5;54.5;1969;3764.25;3037.5;2699.75;96.5;415.5
Dec 22 2021;12:00 PM;12:15 PM;1176.5;273.25;493;886.25;3138.5;54.5;1968.25;3774.5;3058.25;2655;74;416.25
Dec 22 2021;12:15 PM;12:30 PM;1173.75;277.75;481;826.75;3157.5;54.5;1969;3762;3055.75;2653.5;81;415.5
Dec 22 2021;12:30 PM;12:45 PM;1172.75;281.75;461.25;781;3138.25;54.5;1970.25;3774;3040;2667.25;130;415
Dec 22 2021;12:45 PM;1:00 PM;1171.75;281.75;446.75;746.75;3070.75;54.5;1971.25;3758;3040.25;2651.25;125.25;414.75
Dec 22 2021;1:00 PM;1:15 PM;1172;273;406.5;720.5;2944.5;54.5;1970.5;3766.25;3046.5;2610;75.25;414.75
Dec 22 2021;1:15 PM;1:30 PM;1168.75;274.75;366;661.75;2772.5;54.5;1970.5;3760.25;3048.5;2637;125;415.75
Dec 22 2021;1:30 PM;1:45 PM;1171;274.25;352;630;2565.5;54.5;1970;3772;3053.75;2675.75;173;417
Dec 22 2021;1:45 PM;2:00 PM;1172.75;274.25;352;616.5;2337;54.5;1970.25;3766.75;3068.75;2705.75;213;417.25
Dec 22 2021;2:00 PM;2:15 PM;1176.5;262.25;339.25;608.75;2063.25;54.5;1969.75;3759;3083.5;2736;251.75;415.75
Dec 22 2021;2:15 PM;2:30 PM;1180;263;316.5;604;1804.25;54.5;1969;3769.5;3098;2800.5;333.75;418.25
Dec 22 2021;2:30 PM;2:45 PM;1182.5;275.25;297.25;615.75;1510.75;54.5;1969.25;3767.25;3127;2794.25;513.75;419.75
Dec 22 2021;2:45 PM;3:00 PM;1185.5;282.5;289.25;616;1202.25;54.5;1969.25;3759.25;3150;2804;674.5;420.75
Dec 22 2021;3:00 PM;3:15 PM;1192.5;267.5;283.5;635;902.75;54.5;1968.75;3760.5;3168.25;2813.75;653.75;423.5
Dec 22 2021;3:15 PM;3:30 PM;1196.5;284.5;279.25;701.5;623.5;54.5;1968;3759;3173.75;2822.25;763.25;425.25
Dec 22 2021;3:30 PM;3:45 PM;1199;281.75;275;774;381.5;54.5;1968.5;3752.25;3171.25;2828.5;787.5;437.5
Dec 22 2021;3:45 PM;4:00 PM;1204.75;304.75;288;856;193.75;54.5;1968.75;3752.5;3177.75;2834.5;801.75;446
Dec 22 2021;4:00 PM;4:15 PM;1216.25;292.5;302.25;957.75;76.25;54.5;1967.75;3743.75;3189;2854.25;721.75;459.75
Dec 22 2021;4:15 PM;4:30 PM;1220.5;302;317.25;1025.75;14;54.5;1968.25;3761.5;3193.25;2860;809.75;474.5
Dec 22 2021;4:30 PM;4:45 PM;1220.75;309.25;311.75;1110.25;0.25;54.5;1967.5;3759.25;3196;2880.25;981;476
Dec 22 2021;4:45 PM;5:00 PM;1222.25;357;305.25;1202.25;0;54.5;1968.75;3755.5;3199.25;2877.5;1202;476.25
Dec 22 2021;5:00 PM;5:15 PM;1229.75;328.5;321.75;1281.5;0;54.5;1968.25;3754.75;3204.75;2882;1253;477.5
Dec 22 2021;5:15 PM;5:30 PM;1231.25;336.25;323.25;1358;0;54.5;1967.75;3757;3226.5;2879;1267.75;475.25
Dec 22 2021;5:30 PM;5:45 PM;1230;310;334.75;1423;0;54.5;1967.5;3752.25;3230.25;2880.25;1151.5;477.25
Dec 22 2021;5:45 PM;6:00 PM;1231.5;298;292.75;1470.25;0;54.5;1968;3750.25;3231.25;2880;1165.5;477.5
Dec 22 2021;6:00 PM;6:15 PM;1230.5;321.25;271;1507.25;0;54.5;1968.25;3741.5;3224.75;2851.75;966.5;486.25
Dec 22 2021;6:15 PM;6:30 PM;1230.75;290.75;271;1573.5;0;54.5;1968.75;3748.5;3225.5;2846.25;955.25;492
Dec 22 2021;6:30 PM;6:45 PM;1233;279.25;298.25;1660.25;0;54.5;1968.5;3749.5;3217.25;2851;724.75;472.75
Dec 22 2021;6:45 PM;7:00 PM;1230;282;294.25;1760;0;54.5;1968.75;3758.25;3213.25;2853.75;556.75;468.5
Dec 22 2021;7:00 PM;7:15 PM;1223.75;284.5;311;1832.75;0;54.5;1968.25;3762;3206.5;2849;452.75;469.5
Dec 22 2021;7:15 PM;7:30 PM;1221.75;273.25;318.25;1891.5;0;54.5;1968.5;3760.75;3206.25;2851.75;183;471.25
Dec 22 2021;7:30 PM;7:45 PM;1220.25;271.5;321.75;1956.5;0;54.5;1968;3753.75;3185.25;2812.25;128;451.5
Dec 22 2021;7:45 PM;8:00 PM;1217.75;281;324.5;2041.75;0;54.5;1967.5;3759.75;3167.5;2740;71;424.5
Dec 22 2021;8:00 PM;8:15 PM;1198.5;280;342.25;2096.75;0;54.25;1968.25;3766.25;3113;2654;206.5;422.5
Dec 22 2021;8:15 PM;8:30 PM;1188.75;270.25;359.25;2107;0;54.25;1967;3755;3083;2642.25;95.5;421.5
Dec 22 2021;8:30 PM;8:45 PM;1186.25;272.25;400.75;2129.25;0;54.5;1966;3753;3074.25;2601;74;390.75
Dec 22 2021;8:45 PM;9:00 PM;1185.5;274.75;430.25;2130.25;0;54.5;1968.25;3761.5;3056;2573.25;34;380
Dec 22 2021;9:00 PM;9:15 PM;1176.25;301;420;2150.75;0;54.5;1969.5;3760;3005;2572.5;105.25;377
Dec 22 2021;9:15 PM;9:30 PM;1164.25;287.25;433;2199.5;0;54.5;1969;3764.25;2975.25;2551.75;62.75;376.75
Dec 22 2021;9:30 PM;9:45 PM;1139.75;276.25;437;2203;0;54.5;1969;3763.25;2934.5;2461.75;44.25;374.25
Dec 22 2021;9:45 PM;10:00 PM;1125.25;264;432.5;2211.5;0;54.5;1968.5;3759.25;2913;2336.5;27.25;372.5
Dec 22 2021;10:00 PM;10:15 PM;1115.5;306.25;415;2194;0;54.5;1971;3767.5;2919.75;2189.5;79;376.25
Dec 22 2021;10:15 PM;10:30 PM;1113.5;308.5;417.75;2164.75;0;54.5;1970.75;3747.25;2892;1990.25;85.5;380.25
Dec 22 2021;10:30 PM;10:45 PM;1112;288.25;435;2150.25;0;54.5;1969.5;3746.5;2846.75;1886.5;53.25;375.25
Dec 22 2021;10:45 PM;11:00 PM;1113.5;275.75;405.5;2183;0;54.5;1971;3744.75;2845.25;1795;93;375.25
Dec 22 2021;11:00 PM;11:15 PM;1108.75;279.5;391.25;2155.75;0;54.5;1971.5;3761.5;2844;1621.25;53;376.25
Dec 22 2021;11:15 PM;11:30 PM;1107.75;272.5;429.25;2153;0;54.75;1972;3746.25;2845;1585.5;55.25;373.25
Dec 22 2021;11:30 PM;11:45 PM;1104.25;258;455.25;2153.5;0;54.75;1972.25;3751.25;2841.5;1549.75;21.25;373.75
Dec 22 2021;11:45 PM;12:00 AM;1104.25;260.5;440;2096.25;0;54.25;1972.25;3731.25;2808.5;1516;26.25;372.75
Dec 23 2021;12:00 AM;12:15 AM;1096.25;267.25;415.25;2106;0;53;1971;3691.5;2750.25;1369;131.75;386.25
Dec 23 2021;12:15 AM;12:30 AM;1098.25;261.5;393.75;2102;0;53;1963;3689.25;2747.75;1379;155;388.25
Dec 23 2021;12:30 AM;12:45 AM;1098.25;255.5;374;2119;0;53;1955.75;3700.75;2735.5;1337.5;91.25;386.75
Dec 23 2021;12:45 AM;1:00 AM;1098.75;254.75;363;2096.75;0;53;1947;3697.5;2715.5;1307;53.75;388.25
Dec 23 2021;1:00 AM;1:15 AM;1107.25;254;361.75;2053.5;0;53.25;1939.75;3715;2726.5;1286.25;65.5;388.5
Dec 23 2021;1:15 AM;1:30 AM;1113;251.75;366;2029.75;0;53.5;1930.5;3709.5;2737.25;1284.75;53.5;386.5
Dec 23 2021;1:30 AM;1:45 AM;1123;252.75;348.25;2032.5;0;53.5;1921.5;3718;2731.5;1289.5;44.25;386.75
Dec 23 2021;1:45 AM;2:00 AM;1130;252.75;338.75;2017;0;53.5;1914.5;3712.25;2711.75;1285.25;38;386.25
Dec 23 2021;2:00 AM;2:15 AM;1134.75;259;316;2046.5;0;53.5;1911.5;3708.5;2665;1283.25;88.25;385.5
Dec 23 2021;2:15 AM;2:30 AM;1139.25;253;276;2033.5;0;53.5;1910.75;3703.25;2629.5;1287.5;100.5;385.25
Dec 23 2021;2:30 AM;2:45 AM;1133.5;252.5;244;2024.25;0;53.5;1911.25;3708;2639.75;1276;83.75;385
Dec 23 2021;2:45 AM;3:00 AM;1133;252.25;233;2027.75;0;53.25;1910.75;3677.25;2634.75;1277.5;67.75;385.5
Dec 23 2021;3:00 AM;3:15 AM;1132;253.25;231.75;2058.5;0;52.75;1910.25;3670;2604.75;1291.25;53.25;383.5
Dec 23 2021;3:15 AM;3:30 AM;1131;251.75;250.25;2051.5;0;52.75;1911;3664.75;2615.5;1286;40.75;383.75
Dec 23 2021;3:30 AM;3:45 AM;1130.5;250.75;283.75;2106.5;0;53;1910.75;3663;2611;1292.25;42;384
Dec 23 2021;3:45 AM;4:00 AM;1129.5;251.25;321.5;2152.5;0;53;1910.75;3649.25;2592.5;1300;35;383
Dec 23 2021;4:00 AM;4:15 AM;1128.75;252.25;387;2201.75;0;52.75;1911.25;3650.5;2567.75;1297.75;46.5;384.25
Dec 23 2021;4:15 AM;4:30 AM;1134.5;252.25;467.5;2228.5;0;52.75;1910.5;3650.5;2587.25;1302.75;21;384.5
Dec 23 2021;4:30 AM;4:45 AM;1126;253;482.25;2197.25;0;52.75;1910;3658.5;2589.25;1298.75;42.5;385.5
Dec 23 2021;4:45 AM;5:00 AM;1134.75;253.5;451;2212.75;0;52.75;1910.5;3640.5;2606.5;1301.75;64;386.5
Dec 23 2021;5:00 AM;5:15 AM;1142.25;252.5;460.5;2238.75;0;52.75;1910.5;3645.5;2618;1316;63.75;386.75
Dec 23 2021;5:15 AM;5:30 AM;1147;251.75;466.5;2247;0;52.5;1910.75;3648.25;2634.5;1321;52.5;386.25
Dec 23 2021;5:30 AM;5:45 AM;1150;251.5;553.25;2308.5;0;52.5;1910.5;3659.5;2659.5;1326;52;387
Dec 23 2021;5:45 AM;6:00 AM;1152.25;251.5;610.75;2359.5;0;52.5;1911.75;3656.75;2696;1351.5;61.5;387.75
Dec 23 2021;6:00 AM;6:15 AM;1163.5;257.75;628;2390;0;52.5;1918.5;3677.75;2690.75;1395.75;171.5;370.25
Dec 23 2021;6:15 AM;6:30 AM;1171.25;255.5;751.75;2385.75;0;52.5;1926.5;3696.25;2723.25;1437.25;174.75;369.5
Dec 23 2021;6:30 AM;6:45 AM;1178;256.5;798;2394.75;0;52.5;1934.5;3703.25;2740;1476.25;163;369.75
Dec 23 2021;6:45 AM;7:00 AM;1185.5;256.5;812.75;2390;0;52.5;1942.75;3707.5;2757;1575;274.75;370
Dec 23 2021;7:00 AM;7:15 AM;1195.5;256.25;782;2402.75;0;53;1947;3677.25;2741.25;1673.75;451.5;370.25
Dec 23 2021;7:15 AM;7:30 AM;1205;256.75;788.25;2399;0;53.25;1959.25;3730.25;2737.5;1690.25;586.25;370
Dec 23 2021;7:30 AM;7:45 AM;1208.5;257.5;784;2419.75;0;53.25;1967;3725;2732.25;1719.25;813.5;372.75
Dec 23 2021;7:45 AM;8:00 AM;1211.75;261.25;790.5;2431;0;53.25;1969.25;3735.75;2742.5;1749.5;1154;372.25
Dec 23 2021;8:00 AM;8:15 AM;1220.5;256.25;780;2478.75;1.5;53.25;1969.5;3764.75;2803.75;1771.25;1163;371
Dec 23 2021;8:15 AM;8:30 AM;1225.75;255.25;849.75;2563.5;21.75;53.25;1970;3794.25;2817.5;1768.75;1203.75;369.25
Dec 23 2021;8:30 AM;8:45 AM;1228;255.25;805;2664;86.75;53.25;1969.75;3792.5;2817;1775.75;1281.5;369
Dec 23 2021;8:45 AM;9:00 AM;1231;256.75;738.75;2682;166.25;53;1971.5;3795.5;2816.25;1782.25;1311.25;369.5
Dec 23 2021;9:00 AM;9:15 AM;1230.25;259.75;725.5;2733;248.25;53;1970.5;3811.5;2820;1784.25;1313.5;367
Dec 23 2021;9:15 AM;9:30 AM;1230.75;255.5;790.5;2745.75;331;53;1970.25;3803.5;2819.25;1775.75;1141.75;365
Dec 23 2021;9:30 AM;9:45 AM;1230.5;254.75;798.25;2794.25;430.25;53;1970.5;3804;2816.25;1779.5;1002.75;366.25
Dec 23 2021;9:45 AM;10:00 AM;1228.5;256.5;735.5;2826.5;536.75;53;1970.5;3791;2824.75;1789.25;914;365.5
Dec 23 2021;10:00 AM;10:15 AM;1224.5;283;728;2834.25;647.75;53;1970.5;3789.25;2854.5;1783;990.75;377
Dec 23 2021;10:15 AM;10:30 AM;1223.5;281.5;771.75;2857.25;742.25;53.75;1969.25;3776;2859.75;1792.75;838.75;375.5
Dec 23 2021;10:30 AM;10:45 AM;1223.5;259.5;734;2908.25;826;53.75;1966.25;3778.75;2859;1805.5;839.5;376
Dec 23 2021;10:45 AM;11:00 AM;1220.75;259;744;2864.25;934.5;53.75;1966.5;3776;2849;1777.75;642.25;407
Dec 23 2021;11:00 AM;11:15 AM;1215.5;265.5;749.25;2874.25;1030;53.75;1966.5;3790;2848.5;1737.5;501.75;412.75
Dec 23 2021;11:15 AM;11:30 AM;1215.5;260.5;763.75;2863;1085;53.5;1965.75;3789.75;2848.25;1740.25;420.5;415
Dec 23 2021;11:30 AM;11:45 AM;1212.75;260.25;794.75;2927;1106.5;53.5;1966;3782;2842;1731.75;341.25;416.25
Dec 23 2021;11:45 AM;12:00 PM;1211.25;257;806.25;2972.75;1118;53.5;1965.5;3786.75;2838.5;1685;291.75;419.25
Dec 23 2021;12:00 PM;12:15 PM;1197.5;256.75;821.5;3030.75;1138;53.5;1965;3815.5;2768.75;1625.25;190.25;418.75
Dec 23 2021;12:15 PM;12:30 PM;1193.75;256.5;829.5;3088.5;1143.25;53.5;1965.5;3813;2759;1592.75;134.25;418.75
Dec 23 2021;12:30 PM;12:45 PM;1188.25;257.5;860.25;3104.25;1120.75;53.5;1965.75;3828.25;2749.5;1567;140.25;418.75
Dec 23 2021;12:45 PM;1:00 PM;1185;254.75;890;3117;1065.5;53.75;1965.25;3820.75;2720.75;1561.75;129.5;418.75
Dec 23 2021;1:00 PM;1:15 PM;1180.5;261.25;897;3154.25;996.5;53.5;1965.25;3834;2652.75;1560.5;217.75;434
Dec 23 2021;1:15 PM;1:30 PM;1179.75;263;919.5;3183;895.75;53.5;1967;3822.25;2646.25;1549.5;255;433
Dec 23 2021;1:30 PM;1:45 PM;1180.25;261.5;970.25;3235.75;802.75;53.5;1968.75;3834.75;2651.75;1544.75;204;430.25
Dec 23 2021;1:45 PM;2:00 PM;1180;257.75;1007.5;3244.5;707;53.5;1969;3825.75;2651.75;1545.25;161.75;430.5
